Customer_ID,Order_Date,Age,Gender,City,Subscription_Type,Acquisition_Channel,Product_Category,Total_Orders,Total_Spending,Average_Order_Value,Discount_Percentage,Website_Visits,Avg_Session_Duration_Min,Satisfaction_Score,Support_Tickets,Refund_Requests,Premium_Customer,Churn_Status,Customer_Lifetime_Value
CUST114151,2024-01-22,32.0,Male,Mumbai,Premium,Referral,Electronics,8,14683.92,1835.49,20.7,10,,7.8,3,2,No,No,36120.57
CUST108389,2025-12-16,29.0,Male,Hyderabad,Basic,Organic Search,Sports,8,17994.48,2249.31,16.9,18,9.1,5.9,2,1,No,No,54322.67
CUST113986,2024-05-18,28.0,Female,Hyderabad,Standard,Organic Search,Sports,9,25427.61,2825.29,2.1,11,5.4,8.1,3,0,No,No,60228.2
CUST110994,2025-05-04,30.0,Male,Pune,Basic,Paid Ads,Fashion,8,8027.68,1003.46,16.7,11,3.3,9.0,0,0,No,No,15359.51
CUST102289,2025-07-29,29.0,Male,Pune,Standard,Paid Ads,Home & Kitchen,7,8713.6,1244.8,6.1,13,6.5,6.5,0,0,Yes,No,26900.44
CUST100042,2025-12-07,36.0,Male,Hyderabad,Standard,Email,Sports,8,16253.36,2031.67,13.8,10,8.4,3.4,4,0,Yes,No,51331.21
CUST110465,2024-03-06,32.0,,Pune,Standard,Social Media,Electronics,8,18829.04,2353.63,7.1,14,8.1,4.3,5,1,Yes,No,33885.33
CUST112621,2025-08-21,30.0,Male,Jaipur,Premium,Referral,Books,5,6358.25,1271.65,7.6,8,12.1,8.7,0,1,No,No,14792.11
CUST101745,2024-05-26,26.0,Male,Mumbai,Standard,Email,Fashion,7,18041.59,2577.37,1.5,11,5.4,,0,1,No,No,44118.41
CUST111092,2025-08-14,37.0,Female,Mumbai,Standard,Paid Ads,Fashion,7,9305.45,1329.35,3.7,8,6.4,5.9,0,1,No,No,18071.2
CUST109799,2024-11-25,33.0,Female,Delhi,Premium,Paid Ads,Sports,6,8754.9,1459.15,11.6,13,4.8,8.7,4,1,Yes,No,19524.26
CUST113379,2025-02-22,46.0,Male,Mumbai,Premium,Organic Search,Home & Kitchen,6,32741.46,5456.91,,16,12.4,7.5,2,1,Yes,No,106821.1
CUST114880,2025-05-08,30.0,Female,Delhi,Standard,Referral,Sports,6,10002.84,1667.14,29.2,16,2.1,7.9,1,0,No,No,28519.94
CUST109705,2024-08-21,39.0,Male,Mumbai,Basic,Referral,Beauty,10,20804.0,2080.4,9.1,13,10.1,7.9,1,1,Yes,No,67361.95
CUST108775,2025-06-04,47.0,Male,Delhi,Standard,Organic Search,Fashion,8,11144.48,1393.06,14.7,17,6.5,7.5,2,0,Yes,No,25018.78
CUST109549,2025-04-13,28.0,Male,Nagpur,Standard,Organic Search,Books,10,16607.7,1660.77,14.6,10,5.9,5.2,5,0,Yes,No,61019.93
CUST101084,2024-08-08,53.0,Female,Nagpur,Basic,Referral,Books,11,19785.37,1798.67,12.2,13,7.6,6.7,4,2,No,Yes,43815.6
CUST105688,2024-03-15,30.0,Male,Hyderabad,Standard,Social Media,Beauty,11,40779.86,3707.26,7.6,12,2.5,6.3,0,0,Yes,No,149557.23
CUST103685,2025-01-21,39.0,Female,Pune,Basic,Organic Search,Sports,11,34365.21,3124.11,3.8,20,4.1,8.5,2,0,Yes,No,105101.79
CUST100806,2025-05-13,31.0,Male,Bengaluru,Standard,Email,Sports,11,17032.29,1548.39,9.7,17,14.1,7.3,4,1,Yes,Yes,51707.61
CUST104157,2024-12-16,39.0,Male,Bengaluru,Standard,Paid Ads,Books,12,15866.28,1322.19,12.3,19,6.1,6.4,4,1,Yes,No,56979.25
CUST109441,2024-11-08,18.0,Male,Bengaluru,Standard,Referral,Beauty,10,36334.5,3633.45,5.6,10,8.3,7.2,3,0,Yes,No,130185.56
CUST113534,2025-12-04,45.0,Male,Ahmedabad,Standard,Referral,Books,8,19391.44,2423.93,8.8,17,7.3,6.9,2,1,No,No,36167.71
CUST103644,2025-11-14,34.0,Female,Nagpur,Basic,Organic Search,Fashion,11,19489.47,1771.77,17.0,11,4.9,7.2,4,0,No,No,52323.59
CUST109773,2024-07-25,21.0,Female,Hyderabad,Premium,Social Media,Fashion,11,20544.59,1867.69,17.5,9,10.9,8.5,2,0,No,No,30711.16
CUST110768,2024-11-25,48.0,Female,Chennai,Basic,Social Media,Books,10,17698.1,1769.81,6.3,14,10.8,7.9,1,0,No,Yes,55822.75
CUST104202,2025-12-01,24.0,Female,Nagpur,Standard,Paid Ads,Fashion,11,30758.97,2796.27,20.3,13,10.2,7.7,2,0,No,No,89753.5
CUST112062,2025-02-06,22.0,Female,Nagpur,Basic,Referral,Fashion,8,11642.08,1455.26,23.2,7,12.2,6.0,3,1,No,Yes,35710.63
CUST114159,2024-11-11,45.0,Female,Chennai,Standard,Referral,Sports,9,16212.78,1801.42,6.6,11,13.3,7.3,0,0,Yes,No,45514.51
CUST105071,2024-09-09,23.0,Female,Chennai,Standard,Organic Search,Sports,11,27439.94,2494.54,3.8,12,,4.9,1,0,Yes,No,55165.45
CUST111298,2024-03-10,30.0,Female,Nagpur,Basic,Organic Search,Electronics,9,11436.21,1270.69,12.6,14,7.8,5.6,1,0,Yes,No,40853.16
CUST102772,2024-07-17,27.0,Female,Jaipur,Basic,Organic Search,Home & Kitchen,7,6182.05,883.15,2.0,12,13.4,9.4,1,0,No,No,16409.53
CUST102560,2024-11-08,42.0,Male,Nagpur,Premium,Social Media,Books,10,16990.0,1699.0,4.0,11,12.7,6.1,1,0,Yes,No,32006.09
CUST110870,2025-03-02,39.0,Female,Delhi,Standard,Email,Electronics,9,21885.48,2431.72,6.2,14,5.9,7.5,5,1,Yes,No,36372.08
CUST111897,2024-12-31,31.0,Male,Nagpur,Standard,Organic Search,Electronics,9,15167.25,1685.25,6.0,12,6.8,7.5,3,0,No,No,28160.28
CUST112259,2025-07-22,23.0,Male,Kolkata,Standard,Organic Search,Electronics,11,16654.11,1514.01,21.3,14,6.6,4.4,1,0,No,No,30496.66
CUST110473,2025-05-06,30.0,Female,Pune,Standard,Organic Search,Electronics,9,25427.7,2825.3,13.7,17,7.2,6.5,1,0,Yes,No,52079.8
CUST103387,2024-07-07,27.0,Female,Hyderabad,Basic,Social Media,Electronics,9,23652.45,2628.05,13.2,14,8.5,6.0,1,1,No,No,71947.63
CUST110625,2025-04-14,45.0,Male,Ahmedabad,Basic,Organic Search,Books,12,11981.28,998.44,11.2,14,7.3,4.7,1,0,Yes,No,36871.75
CUST111663,2024-12-23,48.0,Other,Mumbai,Standard,Social Media,Home & Kitchen,9,11390.49,1265.61,10.6,10,8.0,10.0,1,0,No,No,25398.71
CUST108159,2025-11-20,38.0,Female,Mumbai,Basic,Email,Electronics,12,28932.0,2411.0,10.2,12,7.9,7.6,1,0,No,No,76600.7
CUST109220,2024-08-18,30.0,Female,Bengaluru,Basic,Paid Ads,Sports,7,12696.11,1813.73,23.2,6,11.4,7.8,2,1,No,Yes,35934.46
CUST107696,2024-10-30,47.0,Male,Mumbai,Premium,Organic Search,Electronics,5,8121.2,1624.24,6.6,18,9.6,5.8,1,0,Yes,No,24205.61
CUST107445,2025-12-30,18.0,Male,Nagpur,Standard,Email,Beauty,13,23276.5,1790.5,4.9,14,16.3,9.4,1,0,No,No,54354.24
CUST106866,2025-09-16,43.0,Female,Kolkata,Standard,Organic Search,Fashion,12,13791.96,1149.33,31.3,16,9.1,7.8,3,0,No,No,42693.76
CUST104376,2025-05-10,40.0,Male,Kolkata,Premium,Organic Search,Books,8,4134.48,516.81,12.3,15,4.9,7.9,0,0,No,No,6870.51
CUST102232,2025-12-06,41.0,Male,Nagpur,Standard,Referral,Beauty,8,22094.56,2761.82,9.4,7,8.8,6.7,2,0,No,No,61796.74
CUST102123,2025-06-07,34.0,Female,Chennai,Basic,Email,Home & Kitchen,8,9510.0,1188.75,14.7,19,3.0,6.0,0,0,No,No,17365.48
CUST100171,2025-06-26,26.0,Female,Jaipur,Basic,Social Media,Books,12,25605.96,2133.83,20.2,11,4.3,6.5,2,0,Yes,No,70564.72
CUST108497,2025-04-21,39.0,Male,Kolkata,Basic,Email,Books,10,21472.6,2147.26,27.5,9,4.2,9.5,3,0,Yes,No,38474.58
CUST100218,2024-11-28,32.0,Male,Delhi,Basic,Social Media,Sports,9,5679.45,631.05,,15,10.4,5.5,3,0,Yes,No,19661.2
CUST114430,2024-01-19,43.0,Male,Kolkata,Premium,Social Media,Beauty,13,31380.44,2413.88,6.2,14,9.0,8.8,2,0,No,No,44960.39
CUST114203,2024-10-08,22.0,Female,Hyderabad,Standard,Paid Ads,Books,5,5470.0,1094.0,20.0,13,5.5,8.0,6,0,No,No,16183.95
CUST108678,2024-07-21,38.0,Male,Hyderabad,Standard,Referral,Beauty,9,13299.12,1477.68,6.9,4,6.6,9.9,1,0,Yes,No,32360.47
CUST107417,2024-04-06,41.0,Male,Chennai,Standard,Email,Fashion,10,12491.0,1249.1,5.2,10,8.5,8.5,0,2,No,No,34474.84
CUST103329,2024-10-06,24.0,Female,Chennai,Premium,Organic Search,Home & Kitchen,8,26027.84,3253.48,19.8,14,3.4,7.2,3,0,No,No,39912.95
CUST110075,2024-05-03,42.0,Female,Mumbai,Basic,Email,Books,11,27318.39,2483.49,8.1,14,11.4,6.2,0,1,No,Yes,69280.94
CUST108899,2025-06-14,24.0,Female,Hyderabad,Basic,Email,Sports,12,20838.24,1736.52,21.2,13,9.0,6.9,4,0,No,No,37546.25
CUST103430,2024-04-09,44.0,Female,Mumbai,Standard,Social Media,Books,12,29272.2,2439.35,8.3,13,4.3,7.8,1,1,No,No,62002.55
CUST108378,2024-05-14,26.0,Female,Pune,Standard,Paid Ads,Electronics,8,22219.84,2777.48,13.6,17,13.6,9.0,2,0,No,No,31554.65
CUST101689,2025-04-19,37.0,Female,Chennai,Standard,Paid Ads,Books,8,13942.24,1742.78,8.6,15,11.3,7.4,3,0,No,No,37229.09
CUST109424,2024-10-15,35.0,Female,Chennai,Basic,Email,Home & Kitchen,7,19236.07,2748.01,14.9,7,6.0,5.5,2,0,No,No,28575.03
CUST107137,2025-06-24,28.0,Male,Hyderabad,Standard,Referral,Home & Kitchen,9,12856.05,1428.45,13.7,11,1.5,5.9,0,0,No,No,25492.33
CUST111779,2025-02-10,31.0,Female,Ahmedabad,Standard,Paid Ads,Electronics,7,17004.19,2429.17,3.8,10,12.5,8.2,1,0,No,No,48318.08
CUST113329,2025-05-25,34.0,Male,Nagpur,Premium,Referral,Home & Kitchen,10,5628.5,562.85,6.9,12,7.9,4.0,5,0,No,No,12854.13
CUST113307,2025-05-28,30.0,Male,Jaipur,Premium,Paid Ads,Beauty,10,11539.6,1153.96,6.8,10,7.5,4.5,2,1,No,No,36238.65
CUST100901,2024-02-28,37.0,Male,Jaipur,Basic,Email,Books,8,12265.76,1533.22,15.9,14,8.0,9.5,0,1,Yes,No,29405.39
CUST100185,2024-07-14,32.0,Other,Mumbai,Premium,Email,Books,10,18004.3,1800.43,8.6,15,8.8,7.1,1,0,No,No,29100.11
CUST107757,2025-07-26,25.0,Other,Chennai,Premium,Email,Home & Kitchen,6,14338.56,2389.76,10.5,12,6.7,4.6,2,0,No,No,24545.27
CUST102920,2025-11-23,46.0,Female,Mumbai,Premium,Social Media,Sports,8,22025.44,2753.18,5.1,18,5.6,7.6,1,0,Yes,No,58351.09
CUST108483,2024-11-19,51.0,Male,Kolkata,Premium,Social Media,Home & Kitchen,8,19126.32,2390.79,7.6,21,8.5,7.8,3,1,No,No,49953.43
CUST109474,2025-06-08,29.0,Other,Nagpur,Basic,Email,Fashion,11,21133.31,1921.21,9.0,15,9.5,6.2,1,0,No,No,35932.94
CUST105376,2024-09-23,41.0,Male,Nagpur,Premium,Paid Ads,Home & Kitchen,7,9458.47,1351.21,10.0,12,8.3,,1,0,No,No,29599.59
CUST111686,2025-09-07,39.0,Female,Chennai,Standard,Paid Ads,Fashion,8,19689.44,2461.18,13.3,14,7.8,6.9,1,0,No,No,45465.74
CUST103775,2024-01-01,18.0,Other,Chennai,Standard,Social Media,Home & Kitchen,12,27635.4,2302.95,12.9,20,12.3,7.4,3,1,No,No,52258.32
CUST102910,2024-04-08,45.0,Male,Bengaluru,Basic,Organic Search,Fashion,7,12831.91,1833.13,14.1,9,10.6,8.4,1,0,Yes,No,35395.19
CUST112391,2025-12-30,45.0,Female,Mumbai,Basic,Referral,Beauty,11,22222.42,2020.22,20.0,14,13.1,5.7,2,1,No,No,57575.66
CUST113607,2025-08-30,40.0,Female,Bengaluru,Standard,Email,Fashion,10,7792.9,779.29,21.4,20,16.5,4.8,1,1,No,No,12253.45
CUST107440,2025-11-16,40.0,Female,Nagpur,Standard,Referral,Home & Kitchen,9,17555.85,1950.65,3.6,28,5.5,5.2,3,0,No,No,27008.84
CUST106088,2025-08-19,20.0,Male,Jaipur,Basic,Referral,Home & Kitchen,7,11886.42,1698.06,13.4,15,12.5,3.8,2,0,No,Yes,25340.54
CUST110906,2024-05-08,19.0,Female,Delhi,Standard,Referral,Sports,12,40659.12,3388.26,14.7,12,6.6,6.5,4,0,No,No,56961.74
CUST101890,2025-03-02,34.0,Female,Ahmedabad,Basic,Organic Search,Books,7,14021.42,2003.06,31.6,18,10.7,6.5,3,1,No,No,33317.88
CUST112319,2024-11-07,45.0,Female,Ahmedabad,Premium,Organic Search,Fashion,9,44917.29,4990.81,21.7,14,4.3,6.1,2,1,Yes,No,108790.72
CUST100593,2025-11-15,38.0,Female,Pune,Standard,Referral,Books,5,12869.45,2573.89,5.2,12,5.2,6.8,1,0,No,No,33706.05
CUST111716,2025-11-24,19.0,Male,Chennai,Standard,Email,Beauty,14,80147.06,5724.79,19.5,18,7.6,5.9,4,1,No,No,242591.57
CUST104550,2025-04-18,32.0,Female,Hyderabad,Premium,Email,Fashion,10,25362.3,2536.23,3.5,17,10.7,6.7,0,1,Yes,No,74367.44
CUST101618,2024-01-03,27.0,Female,Nagpur,Standard,Social Media,Beauty,7,16330.37,2332.91,10.2,10,9.4,9.8,3,1,No,No,51230.72
CUST114856,2024-09-19,35.0,Female,Pune,Premium,Referral,Fashion,7,18158.91,2594.13,15.4,12,3.3,7.6,1,1,No,No,38587.64
CUST109023,2024-02-25,25.0,Male,Ahmedabad,Standard,Paid Ads,Beauty,8,14068.16,1758.52,,7,6.5,7.6,3,2,Yes,No,50605.79
CUST101115,2025-06-12,35.0,Female,Pune,Standard,Paid Ads,Fashion,8,7618.72,952.34,2.7,12,9.0,6.2,5,0,No,No,20684.38
CUST106930,2024-12-15,24.0,Male,Kolkata,Standard,Email,Home & Kitchen,11,17747.4,1613.4,13.1,18,7.1,6.9,2,0,No,No,32391.9
CUST111489,2024-10-25,28.0,Female,Kolkata,Basic,Paid Ads,Beauty,11,26811.62,2437.42,17.7,13,14.1,7.8,3,0,No,No,81365.38
CUST100539,2024-10-31,43.0,Male,Ahmedabad,Standard,Referral,Fashion,12,25952.64,2162.72,9.0,13,11.8,7.5,4,1,Yes,No,73306.35
CUST108956,2025-06-16,43.0,Female,Hyderabad,Standard,Organic Search,Electronics,8,14587.28,1823.41,4.3,14,12.5,7.4,2,1,Yes,No,39587.27
CUST102792,2024-04-13,29.0,Male,Bengaluru,Standard,Social Media,Fashion,8,12094.88,1511.86,11.1,18,5.4,6.1,3,2,No,No,23145.84
CUST111619,2024-05-06,36.0,Male,Pune,Premium,Paid Ads,Beauty,11,13725.8,1247.8,18.2,16,6.3,7.1,3,0,Yes,No,34925.6
CUST114069,2025-07-06,25.0,Female,Chennai,Basic,Social Media,Beauty,8,12088.88,1511.11,4.1,16,2.0,5.7,2,0,Yes,No,30819.17
CUST111760,2025-08-11,36.0,Female,Chennai,Premium,Referral,Beauty,6,6562.68,1093.78,22.0,16,10.3,9.1,0,0,No,No,15646.53
CUST109418,2024-12-17,37.0,Female,Pune,Standard,Social Media,Sports,7,11800.53,1685.79,25.7,7,11.7,8.8,2,0,Yes,No,36021.8
CUST107360,2024-09-10,51.0,Female,Delhi,Premium,Referral,Fashion,8,8200.08,1025.01,24.8,13,13.5,9.3,4,2,Yes,Yes,25074.31
CUST112436,2025-03-21,32.0,Female,Jaipur,Standard,Email,Beauty,9,12573.54,1397.06,15.9,11,11.3,7.4,2,1,No,No,29333.87
CUST109805,2024-02-12,41.0,Female,Hyderabad,Standard,Email,Sports,8,11028.56,1378.57,19.0,14,9.0,7.5,1,0,No,No,28087.05
CUST108094,2025-06-20,30.0,Male,Kolkata,Basic,Email,Home & Kitchen,7,12144.09,1734.87,7.5,11,2.2,6.8,2,2,No,Yes,17981.26
CUST109714,2024-02-16,31.0,Female,Nagpur,Standard,Social Media,Electronics,9,21509.64,2389.96,13.9,11,9.0,10.0,1,1,No,No,46971.72
CUST100395,2024-10-13,45.0,Male,Kolkata,Standard,Email,Home & Kitchen,9,8563.95,951.55,3.7,9,4.9,3.9,3,0,No,No,21911.24
CUST104844,2024-07-16,33.0,Male,Jaipur,Premium,Email,Books,10,19893.3,1989.33,12.6,11,,8.8,2,0,Yes,No,68045.21
CUST100294,2025-04-10,42.0,Other,Ahmedabad,Basic,Referral,Beauty,11,28746.85,2613.35,15.4,13,12.8,7.6,1,0,No,No,46046.0
CUST103670,2024-05-31,37.0,Male,Ahmedabad,Basic,Organic Search,Electronics,7,18151.42,2593.06,12.5,12,3.3,8.0,2,1,No,No,45665.52
CUST110072,2025-12-17,24.0,Male,Jaipur,Premium,Email,Fashion,9,16636.41,1848.49,12.6,8,11.9,6.3,0,0,Yes,No,36044.63
CUST107540,2025-03-22,31.0,Female,Delhi,Premium,Social Media,Beauty,4,5504.88,1376.22,9.9,12,8.2,7.7,1,0,No,No,10379.18
CUST105822,2025-02-10,36.0,Male,Mumbai,Standard,Organic Search,Home & Kitchen,9,12639.96,1404.44,9.5,12,17.9,6.9,1,1,No,No,32157.69
CUST108952,2024-01-09,23.0,Male,Chennai,Basic,Referral,Sports,8,7589.6,948.7,,12,12.1,5.5,1,1,No,No,23663.3
CUST104953,2024-10-14,41.0,Male,Hyderabad,Standard,Email,Electronics,11,29563.93,2687.63,14.6,15,5.3,6.1,2,1,No,No,85812.54
CUST102859,2024-09-12,45.0,Female,Chennai,Premium,Social Media,Electronics,9,8572.32,952.48,6.7,6,9.2,8.0,2,0,No,Yes,19676.48
CUST104784,2025-05-08,25.0,Male,Pune,Premium,Email,Home & Kitchen,6,12012.9,2002.15,1.6,15,4.5,9.0,1,1,No,No,22382.83
CUST104554,2025-11-13,25.0,Female,Kolkata,Standard,Social Media,Sports,9,12008.97,1334.33,10.5,15,11.1,7.6,2,0,No,No,24345.87
CUST112100,2025-06-19,35.0,Female,Chennai,Standard,Paid Ads,Books,8,19017.6,2377.2,17.6,8,6.0,3.6,3,2,No,No,49993.33
CUST107647,2025-02-13,18.0,Male,Bengaluru,Basic,Email,Sports,13,15464.02,1189.54,11.2,9,5.8,7.7,4,0,No,No,37913.29
CUST102656,2025-06-26,42.0,Female,Jaipur,Standard,Email,Books,14,24567.34,1754.81,8.2,14,6.0,6.6,1,0,No,No,49170.32
CUST109536,2025-03-30,30.0,Female,Bengaluru,Premium,Email,Books,9,28397.43,3155.27,,11,13.7,6.9,4,1,No,No,82323.95
CUST104035,2024-08-29,27.0,Female,Delhi,Basic,Paid Ads,Sports,4,9240.04,2310.01,12.4,13,4.1,8.6,4,0,No,No,25295.27
CUST113305,2025-09-03,18.0,Male,Hyderabad,Standard,Email,Beauty,9,35469.63,3941.07,4.6,17,5.9,9.3,1,0,Yes,No,98025.02
CUST108440,2024-03-19,39.0,Female,Chennai,Standard,Referral,Electronics,7,15056.72,2150.96,15.6,14,4.1,4.3,2,0,Yes,No,37387.59
CUST111644,2024-06-26,18.0,Female,Mumbai,Basic,Referral,Fashion,12,7871.76,655.98,21.3,9,6.6,8.5,3,0,No,No,13251.69
CUST102055,2025-04-04,22.0,Female,Kolkata,Basic,Referral,Home & Kitchen,18,30896.46,1716.47,6.0,6,7.3,6.2,1,0,No,No,83059.99
CUST113763,2024-06-25,31.0,Male,Chennai,Standard,Paid Ads,Electronics,7,12696.81,1813.83,3.2,10,8.3,5.7,0,0,Yes,No,26287.17
CUST111999,2025-12-08,33.0,Male,Ahmedabad,Standard,Email,Fashion,9,22836.78,2537.42,15.2,18,13.0,9.4,1,0,Yes,No,50924.8
CUST111519,2024-10-25,42.0,Female,Jaipur,Basic,Social Media,Home & Kitchen,9,12273.03,1363.67,4.0,18,15.0,2.8,0,1,No,No,23518.05
CUST113974,2024-10-02,28.0,Female,Chennai,Standard,Referral,Fashion,9,11844.45,1316.05,21.5,13,10.3,9.3,0,1,No,No,36704.5
CUST112569,2025-02-23,19.0,Male,Kolkata,Standard,Organic Search,Fashion,10,20645.6,2064.56,9.5,16,11.2,5.9,3,0,No,No,57640.43
CUST113956,2025-02-17,36.0,Male,Delhi,Premium,Referral,Home & Kitchen,8,19191.36,2398.92,21.4,13,4.8,7.3,0,0,Yes,No,58438.62
CUST111025,2025-06-17,35.0,Male,Jaipur,Standard,Paid Ads,Books,7,9749.32,1392.76,11.7,16,7.3,5.6,3,2,No,No,17842.37
CUST111118,2024-03-23,33.0,Other,Delhi,Standard,Paid Ads,Beauty,12,18795.24,1566.27,24.2,11,4.0,9.2,4,1,No,No,29824.08
CUST109782,2025-10-18,44.0,Female,Kolkata,Basic,Referral,Electronics,12,22161.0,1846.75,10.2,10,3.8,6.8,0,0,No,No,44497.55
CUST110538,2024-11-09,23.0,Male,Bengaluru,Basic,Paid Ads,Sports,5,5575.3,1115.06,9.6,8,13.0,7.7,3,0,No,Yes,9622.08
CUST102215,2024-11-30,30.0,Male,Kolkata,Basic,Referral,Fashion,13,20947.16,1611.32,21.4,11,9.4,7.2,1,1,No,No,55635.44
CUST101806,2025-09-02,20.0,Male,Bengaluru,Basic,Organic Search,Books,9,15916.05,1768.45,10.3,8,8.1,5.1,3,1,No,Yes,34269.42
CUST107268,2024-10-03,35.0,Female,Jaipur,Standard,Email,Beauty,9,36408.42,4045.38,13.2,15,7.3,6.7,2,1,No,No,91610.3
CUST107403,2025-07-05,33.0,Female,Mumbai,Standard,Organic Search,Sports,10,35429.6,3542.96,16.0,15,7.6,4.5,1,1,Yes,No,116106.56
CUST103486,2025-05-01,29.0,Female,Pune,Basic,Social Media,Books,13,45590.61,3506.97,5.6,16,10.5,6.6,2,0,No,No,65804.9
CUST103475,2024-02-08,28.0,Female,Pune,Standard,Paid Ads,Electronics,9,13337.19,1481.91,6.0,10,6.3,6.3,1,0,No,No,20596.11
CUST109919,2024-08-13,32.0,Female,Hyderabad,Basic,Social Media,Beauty,8,8387.6,1048.45,10.5,16,3.9,6.9,1,1,No,No,11897.87
CUST100466,2024-01-11,32.0,Male,Jaipur,Basic,Referral,Beauty,7,7168.49,1024.07,5.4,16,11.0,6.4,3,0,No,No,21795.56
CUST104780,2024-08-09,18.0,Female,Pune,Premium,Email,Home & Kitchen,9,10534.59,1170.51,5.7,13,2.3,8.0,1,0,No,No,18957.42
CUST107059,2025-11-07,52.0,Female,Bengaluru,Standard,Organic Search,Sports,8,22293.92,2786.74,2.2,22,3.8,6.5,1,0,No,Yes,31841.74
CUST112585,2024-10-20,28.0,Female,Hyderabad,Standard,Social Media,Home & Kitchen,7,10956.19,1565.17,9.4,10,8.8,5.6,0,0,Yes,No,24078.09
CUST100114,2025-10-28,56.0,Female,Mumbai,Premium,Email,Books,9,33780.06,3753.34,12.9,11,3.2,5.9,2,0,No,No,79964.11
CUST101958,2025-05-21,62.0,Male,Bengaluru,Premium,Social Media,Beauty,10,18425.6,1842.56,8.7,16,4.7,5.8,2,1,Yes,No,49410.66
CUST114108,2024-10-03,38.0,Female,Kolkata,Basic,Organic Search,Electronics,14,21298.48,1521.32,21.4,13,4.3,7.9,3,0,No,No,66767.81
CUST105107,2025-09-20,25.0,Male,Hyderabad,Standard,Email,Books,12,9575.64,797.97,6.9,17,3.6,8.2,1,0,Yes,No,18882.93
CUST103503,2025-09-16,34.0,Female,Bengaluru,Basic,Email,Fashion,12,25857.72,2154.81,18.6,15,11.3,7.2,0,0,No,No,74034.5
CUST107507,2025-10-11,36.0,Female,Delhi,Basic,Email,Sports,8,33634.8,4204.35,15.4,18,11.6,7.0,1,1,No,No,58373.07
CUST107306,2024-03-30,18.0,Female,Pune,Standard,Referral,Beauty,6,7759.26,1293.21,7.9,12,8.0,8.1,2,0,Yes,No,21469.05
CUST103951,2024-09-13,39.0,Female,Delhi,Basic,Organic Search,Books,11,29267.37,2660.67,10.3,12,5.4,7.7,4,1,No,No,45153.27
CUST110030,2024-10-17,33.0,Female,Nagpur,Standard,Email,Sports,8,14534.24,1816.78,20.4,18,14.2,7.2,5,0,No,No,35842.81
CUST100036,2024-03-08,23.0,Female,Bengaluru,Basic,Referral,Beauty,11,26954.62,2450.42,15.9,14,9.7,7.5,3,1,No,No,85422.71
CUST103892,2025-04-11,39.0,Female,Nagpur,Standard,Referral,Electronics,10,21237.9,2123.79,10.0,19,5.8,6.3,2,1,Yes,No,37524.19
CUST112779,2024-08-03,18.0,Male,Chennai,Premium,Organic Search,Beauty,7,40144.09,5734.87,17.2,9,1.0,8.5,0,0,Yes,No,116408.71
CUST101072,2025-06-26,38.0,Female,Pune,Basic,Organic Search,Fashion,9,44388.27,4932.03,10.0,10,11.8,6.6,0,1,No,No,70766.83
CUST102086,2025-02-03,23.0,Female,Hyderabad,Standard,Social Media,Home & Kitchen,7,24380.16,3482.88,2.1,11,5.6,6.6,2,0,Yes,No,48569.02
CUST109388,2024-08-23,50.0,Female,Bengaluru,Basic,Email,Sports,7,28896.0,4128.0,10.0,8,7.3,8.4,3,0,Yes,No,106098.83
CUST103659,2025-12-18,35.0,Female,Kolkata,Basic,Organic Search,Beauty,9,8522.46,946.94,10.8,10,1.9,4.8,2,2,No,No,17412.58
CUST107211,2024-03-29,55.0,Male,Delhi,Basic,Email,Home & Kitchen,6,6097.98,1016.33,6.1,10,12.0,4.7,3,1,No,Yes,13601.98
CUST110069,2024-03-14,36.0,Female,Bengaluru,Standard,Organic Search,Fashion,6,6139.8,1023.3,3.9,7,11.1,4.2,2,0,Yes,No,16555.08
CUST109287,2025-10-09,38.0,Male,Mumbai,Basic,Organic Search,Electronics,9,10783.26,1198.14,13.8,18,9.5,7.9,0,2,No,No,16536.21
CUST101373,2024-11-04,22.0,Female,Delhi,Standard,Referral,Electronics,14,17200.26,1228.59,21.8,15,7.6,6.7,4,0,No,No,32170.75
CUST105229,2024-02-10,39.0,Male,Nagpur,Basic,Referral,Home & Kitchen,13,29031.34,2233.18,24.7,15,9.5,6.4,1,1,No,No,90870.53
CUST112298,2024-09-22,,Male,Nagpur,Basic,Referral,Beauty,6,7183.8,1197.3,7.3,17,3.6,10.0,1,0,No,No,11725.01
CUST110292,2025-12-11,21.0,Female,Pune,Basic,Organic Search,Fashion,7,12285.28,1755.04,23.5,10,12.0,3.3,3,0,Yes,No,31003.1
CUST102302,2024-10-03,25.0,,Ahmedabad,Standard,Email,Beauty,8,18528.16,2316.02,14.5,15,5.0,6.2,3,0,Yes,No,34813.8
CUST108926,2025-10-29,40.0,Female,Delhi,Premium,Organic Search,Electronics,9,16166.25,1796.25,8.8,12,6.0,5.0,4,2,No,No,46394.93
CUST113056,2024-10-19,34.0,Female,Ahmedabad,Premium,Email,Home & Kitchen,12,22897.56,1908.13,5.8,17,11.4,2.9,2,0,No,No,34607.49
CUST102313,2024-04-23,36.0,Male,Bengaluru,Standard,Organic Search,Sports,8,18558.64,2319.83,11.0,13,7.7,5.3,5,1,No,No,36003.16
CUST100869,2024-01-20,40.0,Other,Mumbai,Basic,Paid Ads,Beauty,6,4117.92,686.32,17.9,11,10.0,6.3,3,0,Yes,No,14393.18
